Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Risk,Age_cat
23,male,2,own,,little,900,12,car,bad,Student
50,male,2,own,little,,2241,21,furniture/equipment,good,Adult
35,male,3,own,little,moderate,1050,6,furniture/equipment,good,Young
50,female,1,own,little,rich,1047,6,education,good,Adult
27,male,3,own,little,,6314,24,vacation/others,good,Young
34,male,2,own,rich,moderate,3496,30,furniture/equipment,good,Young
27,female,2,own,little,,3609,48,business,good,Young
43,male,2,rent,little,little,4843,12,car,bad,Adult
47,male,2,own,little,rich,3017,30,radio/TV,good,Adult
27,male,1,own,moderate,,4139,24,business,good,Young
31,male,2,own,moderate,,5742,36,business,good,Young
42,male,3,own,little,,10366,60,car,good,Adult
24,male,2,own,quite rich,,2080,6,car,good,Student
41,male,1,own,quite rich,,2580,21,business,bad,Adult
26,female,3,rent,little,,4530,30,radio/TV,good,Young
33,male,2,own,little,,5150,24,furniture/equipment,good,Young
24,male,2,own,moderate,moderate,5595,72,radio/TV,bad,Student
64,male,1,rent,little,little,2384,24,radio/TV,good,Senior
26,female,2,own,little,,1453,18,radio/TV,good,Young
56,female,2,own,little,,1538,6,education,good,Adult
37,male,2,free,,,2279,12,radio/TV,good,Adult
33,male,2,own,little,,1478,15,radio/TV,good,Young
47,male,2,free,little,,5103,24,radio/TV,good,Adult
31,male,1,own,moderate,moderate,9857,36,business,good,Young
34,male,2,free,,,6527,60,car,good,Young
27,male,2,own,,rich,1347,10,radio/TV,good,Young
30,male,2,free,moderate,moderate,2862,36,car,good,Young
35,male,2,own,moderate,,2753,9,radio/TV,good,Young
31,male,2,own,rich,little,3651,12,car,good,Young
25,male,2,own,little,little,975,15,furniture/equipment,good,Student
25,female,1,own,moderate,moderate,2631,15,repairs,good,Student
29,male,2,own,moderate,moderate,2896,24,radio/TV,good,Young
44,male,1,own,,little,4716,6,car,good,Adult
28,male,2,own,little,,2284,24,radio/TV,good,Young
50,male,2,rent,quite rich,,1236,6,car,good,Adult
29,male,2,own,little,moderate,1103,12,radio/TV,good,Young
38,female,0,own,little,,926,12,car,good,Adult
24,male,2,own,little,,1800,18,radio/TV,good,Student
40,male,3,rent,little,rich,1905,15,education,good,Adult
29,female,1,rent,quite rich,,1123,12,furniture/equipment,bad,Young
46,male,2,free,little,little,6331,48,car,bad,Adult
47,female,2,free,moderate,rich,1377,24,radio/TV,good,Adult
41,male,2,own,moderate,moderate,2503,30,business,good,Adult
32,female,2,own,little,moderate,2528,27,business,good,Young
35,female,2,free,quite rich,,5324,15,car,good,Young
24,male,2,own,moderate,moderate,6560,48,car,bad,Student
25,female,2,rent,little,moderate,2969,12,furniture/equipment,bad,Student
25,female,2,own,little,moderate,1206,9,radio/TV,good,Student
37,male,1,own,little,moderate,2118,9,radio/TV,good,Adult
32,male,3,own,quite rich,,629,18,radio/TV,good,Young
35,female,2,free,little,little,1198,6,education,bad,Young
46,male,3,own,,,2476,21,car,good,Adult
25,male,1,own,little,little,1138,9,radio/TV,good,Student
27,male,3,own,little,moderate,14027,60,car,bad,Young
63,male,2,own,,,7596,30,car,good,Senior
40,male,2,own,,,3077,30,radio/TV,good,Adult
32,male,3,free,little,,1505,18,radio/TV,good,Young
31,male,2,own,,rich,3148,24,radio/TV,good,Young
31,male,2,own,moderate,moderate,6148,20,car,good,Young
34,male,3,own,little,rich,1337,9,radio/TV,bad,Young
24,female,2,rent,rich,moderate,433,6,education,bad,Student
24,female,1,own,little,little,1228,12,car,bad,Student
66,female,1,own,quite rich,moderate,790,9,radio/TV,good,Senior
21,female,2,rent,little,,2570,27,car,bad,Student
41,female,1,own,rich,,250,6,car,good,Adult
47,male,1,own,quite rich,,1316,15,radio/TV,good,Adult
25,female,2,rent,little,little,1882,18,radio/TV,bad,Student
59,female,2,rent,little,moderate,6416,48,business,bad,Adult
36,male,2,own,rich,rich,1275,24,business,good,Adult
33,male,2,own,little,moderate,6403,24,radio/TV,good,Young
21,male,1,rent,little,little,1987,24,radio/TV,bad,Student
44,female,1,own,little,moderate,760,8,radio/TV,good,Adult
28,female,2,rent,rich,,2603,24,car,good,Young
37,female,2,own,little,,3380,4,car,good,Adult
29,female,0,own,,moderate,3990,36,domestic appliances,good,Young
23,female,3,rent,little,moderate,11560,24,car,bad,Student
35,male,1,own,moderate,little,4380,18,car,good,Young
45,male,3,own,little,,6761,6,car,good,Adult
26,female,1,rent,moderate,moderate,4280,30,business,bad,Young
32,male,2,own,moderate,little,2325,24,car,good,Young
23,male,1,own,little,moderate,1048,10,radio/TV,good,Student
41,male,2,own,,,3160,21,radio/TV,good,Adult
22,male,2,own,quite rich,little,2483,24,furniture/equipment,good,Student
30,male,3,own,,little,14179,39,furniture/equipment,good,Young
28,male,1,own,little,little,1797,13,business,good,Young
23,female,2,rent,little,little,2511,15,car,good,Student
37,female,1,own,little,little,1274,12,car,bad,Adult
26,male,2,own,,,5248,21,car,good,Young
33,male,2,own,little,,3029,15,car,good,Young
49,female,2,own,little,little,428,6,furniture/equipment,good,Adult
23,female,1,own,little,little,976,18,car,bad,Student
23,female,1,rent,moderate,moderate,841,12,business,good,Student
25,female,2,own,little,,5771,30,radio/TV,good,Student
55,male,2,free,rich,,1555,12,repairs,bad,Adult
32,female,2,rent,,little,1285,24,car,bad,Young
74,male,0,own,little,rich,1299,6,car,good,Senior
39,male,2,free,,rich,1271,15,radio/TV,bad,Adult
31,male,2,own,little,,1393,24,car,good,Young
35,male,2,own,little,little,691,12,car,bad,Young
59,female,2,own,,,5045,15,car,good,Adult
24,female,2,rent,little,little,2124,18,furniture/equipment,bad,Student
24,male,1,own,little,little,2214,12,radio/TV,good,Student
30,male,3,free,,,12680,21,car,bad,Young
27,male,2,own,moderate,,2463,24,car,good,Young
40,male,1,own,little,moderate,1155,12,radio/TV,good,Adult
31,male,1,own,little,little,3108,30,furniture/equipment,bad,Young
31,female,2,rent,,,2901,10,car,good,Young
28,male,2,rent,little,moderate,3617,12,furniture/equipment,good,Young
63,male,1,own,little,,1655,12,radio/TV,good,Senior
26,female,2,rent,,little,2812,24,car,good,Young
25,female,3,own,little,little,8065,36,education,bad,Student
36,male,3,own,little,,3275,21,car,good,Adult
52,male,2,own,moderate,,2223,24,radio/TV,good,Adult
66,male,0,free,quite rich,rich,1480,12,car,good,Senior
25,female,2,rent,,little,1371,24,car,bad,Student
37,male,2,own,little,,3535,36,car,good,Adult
25,female,2,own,little,little,3509,18,radio/TV,good,Student
38,male,3,own,rich,,5711,36,car,good,Adult
67,female,2,own,little,moderate,3872,18,repairs,good,Senior
25,male,2,own,little,moderate,4933,39,radio/TV,bad,Student
60,male,2,own,rich,,1940,24,car,good,Adult
31,male,1,own,little,moderate,1410,12,education,good,Young
23,female,1,own,moderate,moderate,836,12,car,bad,Student
60,male,3,own,,moderate,6468,20,car,good,Adult
35,male,1,own,rich,moderate,1941,18,business,good,Young
40,male,2,own,quite rich,,2675,22,radio/TV,good,Adult
38,male,2,own,,,2751,48,car,good,Adult
50,male,2,free,little,moderate,6224,48,education,bad,Adult
27,male,2,own,little,little,5998,40,education,bad,Young
39,female,2,own,little,moderate,1188,21,business,bad,Adult
41,male,3,own,,,6313,24,car,good,Adult
27,male,2,own,,,1221,6,furniture/equipment,good,Young
51,male,2,free,little,rich,2892,24,furniture/equipment,good,Adult
32,male,2,rent,quite rich,,3062,24,furniture/equipment,good,Young
22,female,2,rent,moderate,,2301,9,furniture/equipment,good,Student
51,male,2,free,,little,7511,18,car,bad,Adult
22,female,1,rent,little,,1258,12,furniture/equipment,good,Student
54,male,2,own,,,717,24,car,good,Adult
35,male,0,own,,moderate,1549,9,car,good,Young
54,male,2,free,little,,1597,24,education,good,Adult
48,female,1,rent,little,moderate,1795,18,radio/TV,good,Adult
24,female,2,own,little,little,4272,20,furniture/equipment,good,Student
35,male,2,own,,,976,12,radio/TV,good,Young
24,female,0,rent,,moderate,7472,12,car,good,Student
24,male,2,own,little,little,9271,36,car,bad,Student
26,male,1,own,little,moderate,590,6,radio/TV,good,Young
65,male,2,own,,,930,12,radio/TV,good,Senior
55,male,3,free,little,moderate,9283,42,car,good,Adult
26,female,0,rent,little,moderate,1778,15,car,bad,Young
26,male,2,own,little,moderate,907,8,business,good,Young
28,male,1,own,little,moderate,484,6,radio/TV,good,Young
24,male,2,own,little,little,9629,36,car,bad,Student
54,male,2,own,little,little,3051,48,domestic appliances,bad,Adult
46,male,2,free,little,little,3931,48,car,bad,Adult
54,female,2,rent,little,moderate,7432,36,car,good,Adult
62,male,2,own,quite rich,,1338,6,domestic appliances,good,Senior
24,female,2,rent,little,,1554,6,radio/TV,good,Student
43,male,3,own,little,little,15857,36,vacation/others,good,Adult
26,male,2,own,little,little,1345,18,radio/TV,bad,Young
27,male,2,own,little,,1101,12,car,good,Young
24,male,2,own,little,rich,3016,12,radio/TV,good,Student
41,male,2,own,little,little,2712,36,furniture/equipment,bad,Adult
47,male,1,own,little,little,731,8,car,good,Adult
35,male,3,own,little,,3780,18,furniture/equipment,good,Young
30,male,2,own,little,little,1602,21,car,good,Young
33,female,2,rent,little,little,3966,18,car,bad,Young
36,male,2,own,little,,4165,18,business,bad,Adult
47,male,2,free,,little,8335,36,car,bad,Adult
38,male,2,free,,moderate,6681,48,business,good,Adult
44,male,2,own,quite rich,,2375,24,business,good,Adult
23,female,2,rent,little,little,1216,18,car,bad,Student
29,male,2,rent,little,little,11816,45,business,bad,Young
42,female,2,own,,moderate,5084,24,radio/TV,good,Adult
25,female,1,own,little,rich,2327,15,radio/TV,bad,Student
48,male,2,own,little,little,1082,12,car,bad,Adult
21,female,2,own,,,886,12,radio/TV,good,Student
23,female,1,rent,little,,601,4,furniture/equipment,good,Student
63,male,2,own,little,little,2957,24,car,good,Senior
46,male,2,own,little,,2611,24,radio/TV,good,Adult
29,male,2,own,little,little,5179,36,furniture/equipment,bad,Young
28,male,1,own,little,,2993,21,car,good,Young
23,female,2,own,little,,1943,18,repairs,bad,Student
50,male,2,own,little,,1559,24,business,good,Adult
47,male,2,own,little,,3422,18,furniture/equipment,good,Adult
35,male,2,own,,moderate,3976,21,furniture/equipment,good,Young
68,male,2,rent,,,6761,18,car,bad,Senior
28,male,2,own,little,,1249,24,car,good,Young
59,male,2,own,little,little,1364,9,radio/TV,good,Adult
57,male,1,own,little,little,709,12,radio/TV,bad,Adult
33,male,2,rent,little,little,2235,20,car,bad,Young
43,male,2,own,,,4042,24,car,good,Adult
35,male,2,free,little,,1471,15,radio/TV,good,Young
32,male,1,free,little,little,1442,18,car,bad,Young
45,male,2,own,little,,10875,36,car,good,Adult
33,male,2,own,moderate,,1474,24,car,good,Young
40,female,2,own,,,894,10,education,good,Adult
28,male,2,free,little,,3343,15,furniture/equipment,good,Young
29,female,2,own,little,little,3959,15,car,bad,Young
26,male,2,rent,moderate,,3577,9,car,good,Young
27,male,2,own,rich,,5804,24,car,good,Young
28,male,2,own,little,,2169,18,business,bad,Young
35,female,2,own,little,little,2439,24,radio/TV,bad,Young
32,male,1,own,rich,,4526,27,furniture/equipment,good,Young
25,male,1,rent,little,,2210,10,furniture/equipment,bad,Student
20,female,2,rent,quite rich,,2221,15,furniture/equipment,good,Student
27,female,2,own,little,little,2389,18,radio/TV,good,Young
42,male,2,own,little,,3331,12,furniture/equipment,good,Adult
37,male,2,own,,,7409,36,business,good,Adult
24,female,2,rent,little,little,652,12,furniture/equipment,good,Student
40,female,2,own,quite rich,,7678,36,furniture/equipment,good,Adult
46,male,2,own,little,rich,1343,6,car,good,Adult
26,male,2,own,moderate,little,1382,24,business,good,Young
24,female,2,own,,,874,15,domestic appliances,good,Student
29,male,1,own,little,little,3590,12,furniture/equipment,good,Young
40,female,2,own,rich,moderate,1322,11,car,good,Adult
36,male,3,free,little,little,1940,18,radio/TV,good,Adult
28,male,2,own,little,,3595,36,radio/TV,good,Young
27,male,3,free,little,little,1422,9,car,bad,Young
36,male,2,own,,,6742,30,radio/TV,good,Adult
38,male,3,own,little,,7814,24,car,good,Adult
48,male,2,free,,,9277,24,car,good,Adult
36,male,2,own,,moderate,2181,30,car,good,Adult
65,female,0,own,little,,1098,18,radio/TV,good,Senior
43,male,2,own,little,moderate,4057,24,furniture/equipment,bad,Adult
53,female,2,own,little,little,795,12,education,bad,Adult
34,male,2,own,,moderate,2825,24,business,good,Young
23,male,2,own,little,moderate,15672,48,business,bad,Student
34,male,3,own,little,,6614,36,car,good,Young
40,male,2,rent,,,7824,28,car,good,Adult
43,male,3,own,little,little,2442,27,business,good,Adult
46,male,2,own,little,,1829,15,radio/TV,good,Adult
38,male,1,own,little,little,2171,12,car,good,Adult
34,male,2,own,little,moderate,5800,36,car,good,Young
29,male,2,own,,,1169,18,radio/TV,good,Young
31,male,3,own,,,8947,36,car,good,Young
28,female,3,rent,little,little,2606,21,radio/TV,good,Young
35,female,2,own,rich,,1592,12,furniture/equipment,good,Young
33,female,1,rent,,,2186,15,furniture/equipment,good,Young
42,male,2,own,little,little,4153,18,furniture/equipment,bad,Adult
43,male,2,rent,little,little,2625,16,car,bad,Adult
44,male,2,own,,,3485,20,car,good,Adult
42,male,2,free,,,10477,36,car,good,Adult
40,male,2,rent,,,1386,15,radio/TV,good,Adult
36,male,3,own,little,,1278,24,radio/TV,good,Adult
20,male,3,rent,little,little,1107,12,radio/TV,good,Student
24,male,1,own,,little,3763,21,car,good,Student
27,male,2,own,,moderate,3711,36,education,good,Young
46,female,1,own,little,,3594,15,car,good,Adult
33,female,1,own,,moderate,3195,9,car,good,Young
34,female,2,own,little,,4454,36,radio/TV,good,Young
25,female,1,own,little,moderate,4736,24,furniture/equipment,bad,Student
25,female,2,own,,moderate,2991,30,radio/TV,good,Student
28,male,2,own,rich,,2142,11,business,good,Young
31,male,2,rent,little,little,3161,24,business,bad,Young
32,female,3,own,little,moderate,18424,48,vacation/others,bad,Young
32,male,2,own,moderate,,2848,10,car,good,Young
68,male,3,own,little,little,14896,6,car,bad,Senior
33,male,2,own,moderate,little,2359,24,furniture/equipment,bad,Young
39,male,3,rent,little,little,3345,24,furniture/equipment,bad,Adult
28,female,2,own,little,,1817,18,furniture/equipment,good,Young
37,male,3,own,quite rich,,12749,48,radio/TV,good,Adult
22,female,2,rent,little,little,1366,9,radio/TV,bad,Student
30,male,2,rent,little,moderate,2002,12,car,good,Young
55,male,2,own,little,little,6872,24,furniture/equipment,bad,Adult
46,male,2,own,little,little,697,12,car,bad,Adult
21,female,2,rent,little,little,1049,18,furniture/equipment,good,Student
39,male,2,free,little,little,10297,48,car,bad,Adult
58,male,2,own,,,1867,30,radio/TV,good,Adult
43,male,1,own,little,little,1344,12,car,good,Adult
24,male,1,own,little,little,1747,24,furniture/equipment,good,Student
22,female,2,own,little,moderate,1670,9,radio/TV,bad,Student
30,male,2,own,little,,1224,9,car,good,Young
42,male,2,own,quite rich,,522,12,radio/TV,good,Adult
23,female,2,own,little,little,1498,12,radio/TV,good,Student
30,male,3,own,moderate,moderate,1919,30,radio/TV,bad,Young
28,female,1,own,little,rich,745,9,radio/TV,bad,Young
30,male,3,rent,little,moderate,2063,6,radio/TV,good,Young
42,male,2,free,little,moderate,6288,60,education,bad,Adult
46,male,3,own,,,6842,24,car,good,Adult
45,male,3,own,,,3527,12,car,good,Adult
31,male,1,own,little,,1546,10,car,good,Young
31,male,2,own,,,929,24,furniture/equipment,good,Young
42,male,1,own,little,,1455,4,car,good,Adult
46,female,2,rent,little,little,1845,15,furniture/equipment,good,Adult
30,female,2,own,quite rich,moderate,8358,48,car,good,Young
30,male,2,free,quite rich,little,3349,24,furniture/equipment,bad,Young
38,male,3,own,,,2859,12,car,good,Adult
43,male,1,own,little,,1533,18,furniture/equipment,bad,Adult
31,male,2,own,moderate,,3621,24,radio/TV,bad,Young
40,male,0,own,little,moderate,3590,18,business,good,Adult
24,male,2,own,little,little,2145,36,business,bad,Student
28,female,2,rent,quite rich,moderate,4113,24,car,bad,Young
26,female,3,own,little,,10974,36,furniture/equipment,bad,Young
29,female,2,own,little,little,1893,12,car,good,Young
57,female,3,rent,rich,little,1231,24,radio/TV,good,Adult
49,male,1,own,,rich,3656,30,radio/TV,good,Adult
37,male,1,own,little,moderate,1154,9,radio/TV,good,Adult
45,male,1,own,little,little,4006,28,car,bad,Adult
30,male,2,free,moderate,moderate,3069,24,furniture/equipment,good,Young
30,male,2,rent,little,,1740,6,radio/TV,good,Young
47,male,2,own,little,moderate,2353,21,car,good,Adult
29,male,2,own,,,3556,15,car,good,Young
35,male,2,own,quite rich,,2397,24,radio/TV,bad,Young
22,male,1,own,little,moderate,454,6,repairs,good,Student
26,female,2,own,,moderate,1715,30,radio/TV,good,Young
23,male,1,own,quite rich,moderate,2520,27,radio/TV,bad,Student
54,female,3,rent,little,,3568,15,radio/TV,good,Adult
29,male,2,rent,,,7166,42,radio/TV,good,Young
40,male,1,own,little,little,3939,11,car,good,Adult
22,male,2,own,moderate,moderate,1514,15,repairs,good,Student
43,male,1,own,little,,7393,24,car,good,Adult
29,female,0,rent,little,little,1193,24,car,bad,Young
36,male,2,rent,little,little,7297,60,business,bad,Adult
33,female,2,own,little,,2831,30,radio/TV,good,Young
57,female,1,own,quite rich,rich,1258,24,radio/TV,good,Adult
64,female,2,own,little,moderate,753,6,radio/TV,good,Senior
42,male,2,own,,moderate,2427,18,business,good,Adult
47,male,1,own,little,,2538,24,car,bad,Adult
25,male,2,rent,moderate,moderate,1264,15,car,bad,Student
49,male,2,own,little,moderate,8386,30,furniture/equipment,bad,Adult
33,male,3,rent,little,,4844,48,business,bad,Young
28,female,3,own,moderate,rich,2923,21,car,good,Young
26,male,2,own,little,little,8229,36,car,bad,Young
30,male,1,own,little,,2028,24,furniture/equipment,good,Young
25,female,2,rent,little,little,1433,15,furniture/equipment,good,Student
33,male,2,own,little,rich,6289,42,business,good,Young
64,female,2,own,moderate,,1409,13,radio/TV,good,Senior
29,male,3,free,little,little,6579,24,car,good,Young
48,male,1,own,little,moderate,1743,24,radio/TV,good,Adult
37,male,1,own,,,3565,12,education,good,Adult
34,male,1,own,moderate,,1569,15,radio/TV,good,Young
23,male,1,rent,,little,1936,18,radio/TV,good,Student
30,male,3,own,little,little,3959,36,furniture/equipment,good,Young
50,male,2,own,,,2390,12,car,good,Adult
31,female,1,own,little,,1736,12,furniture/equipment,good,Young
40,male,3,own,little,little,3857,30,car,good,Adult
38,male,2,own,little,,804,12,radio/TV,good,Adult
23,male,2,free,little,little,1845,45,radio/TV,bad,Student
27,male,2,own,moderate,moderate,4576,45,car,good,Young
